line_number,account_name,amount,full_text,bbox
1,예수금홀핵인플가능금백역열정산금핵?+월정산금핵익일결제(+)Hea(-}위탁즘거금현금추가담보현글대플보즐금현글,,"예수금홀핵           13, 444,588

인플가능금백           13, 444,588
역열정산금핵            ?, 036,638
0+2월정산금핵           15,641,001
익일결제(+)              0
Hea (-}        6,405, 950

위탁즘거금현금              0
추가담보현글              0
대플보즐금현글              0","(0, 0, 379, 309)"
